0,1,2,3,4,5,6,target
-0.5658143703611535,-0.43054396511493653,-0.5686304806687642,-0.37948570681520116,-0.5274202974692719,-0.16069121285050053,-0.5754375665682175,0.3828701538424451
-0.5628804186767092,-0.05117726773341025,-0.5686304806687642,-0.13409357896454496,-0.5063386322796407,0.7956014833759569,-0.5754375665682154,2.7424021116642825
-0.560292309664191,0.987379778521959,-0.5686304806687642,0.34437177331559443,-0.48119888341179684,3.2495296068963593,-0.5754375665682154,7.239643231477986
-0.5613356491295858,0.43437260369746167,-0.5686304806687642,0.10773908536496851,-0.49224061081229276,1.9600891074184295,-0.5754375665682154,4.731190696938275
-0.5639820963057818,-0.2495784878364715,-0.5686304806687642,-0.2511610073531628,-0.5150202007475674,0.3040720055919791,-0.5754375665682154,1.3172114693963979
-0.5620535875488174,0.1702541753787134,-0.5686304806687642,-0.01813697774438967,-0.4990989414606912,1.3317895966677165,-0.5754375665682154,3.9188478127047244
-0.5608878294451456,0.6432140756711192,-0.5686304806687642,0.20061193123035032,-0.4876662175457263,2.4505436580925615,-0.5754375665682154,5.202186924945255
-0.5603228239780819,0.967637293973107,-0.5686304806687642,0.3363862630495167,-0.4815414624361709,3.2039643122779573,-0.5754375665682154,6.836455579857883
-0.5611455750421505,0.5183565220603938,-0.5686304806687642,0.14569024093872404,-0.49032809636217517,2.1579099999486013,-0.5754375665682154,4.731506420018912
-0.5619721896440891,0.19642721267051427,-0.5686304806687642,-0.005146614226354249,-0.4983492706481782,1.3945300986668487,-0.5754375665682154,3.431050154879331
-0.5620472573421779,0.17225825643554515,-0.5686304806687642,-0.01713768960718137,-0.49904088777406436,1.336597856147918,-0.5754375665682154,3.2103464709915106
-0.5610213224765306,0.5769029686522175,-0.5686304806687642,0.1716542815843376,-0.489054860596364,2.2953351685015217,-0.5754375665682154,5.548223579125876
-0.5620982281461163,0.15626903167758968,-0.5686304806687642,-0.02513213515209375,-0.4995071593517397,1.2982162170520135,-0.5754375665682154,3.0977052792219566
-0.5645347149989878,-0.3195117278056146,-0.5686304806687642,-0.2972359733216372,-0.5190070761626718,0.1270247552502479,-0.5754375665682154,0.9270771586566462
-0.5610496004412421,0.5633155073212602,-0.5686304806687642,0.16566275369213107,-0.4893462508476581,2.263475042967355,-0.5754375665682154,5.336163081308115
-0.5626543497749767,0.002044804864514965,-0.5686304806687642,-0.10509627875685706,-0.5044248601736618,0.9254606452453024,-0.5754375665682154,2.681242247775009
-0.5600752547876694,1.1351277209200756,-0.5686304806687642,0.4032613161818545,-0.4787257604330438,3.5896182126658602,-0.5754375665682154,7.777663532539292
-0.5613407956770496,0.43218843451605554,-0.5686304806687642,0.10674030760836999,-0.492291812153469,1.9549330171675554,-0.5754375665682154,3.62681642094889
-0.5649350600099199,-0.3609124913380927,-0.5686304806687642,-0.32630389610488475,-0.5217564887452945,0.02087807035901058,-0.5754375665682154,1.2090503165895137
-0.5617621570075604,0.2681613500702173,-0.5686304806687642,0.02982353635488271,-0.49638259235513904,1.5659068337906281,-0.5754375665682154,4.068589401591834
-0.5639052724938887,-0.238507012521304,-0.5686304806687642,-0.24415251998298612,-0.5144474544468668,0.33188230180600875,-0.5754375665682154,1.5513400646274051
-0.562978490865817,-0.07275730824665957,-0.5686304806687642,-0.1460943503651774,-0.5071541614730833,0.7427401544108672,-0.5754375665682154,2.458824098116133
-0.5614242050067056,0.39742590482607815,-0.5686304806687642,0.0907593999259955,-0.4931173967216252,1.8727892682618719,-0.5754375665682154,4.33587523444913
-0.5663008923967142,-0.45920212117244336,-0.5686304806687701,-0.40360195979363966,-0.5303507876412104,-0.23692570137973257,-0.5754375665683459,0.7623334097599233
-0.5630285956300736,-0.0834477069228788,-0.5686304806687642,-0.1520951803368201,-0.5075674425278875,0.7165064351119566,-0.5754375665682154,2.4997967763682256
-0.5599492419350189,1.22709209936623,-0.5686304806687642,0.43919101527356286,-0.47726024522112637,3.8005382816196196,-0.5754375665682154,7.051610543815455
-0.5623999227537825,0.06822012982676466,-0.5686304806687642,-0.07010726332052133,-0.502212903453723,1.0860031548498563,-0.5754375665682154,2.313824673507657
-0.5605118215884964,0.8506842299200155,-0.5686304806687642,0.2884705519099123,-0.4836358791759353,2.9334083881300783,-0.5754375665682154,5.930996243630675
-0.562372008066463,0.07591393540575997,-0.5686304806687642,-0.06610900894152857,-0.5019663764282973,1.1046073323781065,-0.5754375665682154,2.980623451217943
-0.5600116714645677,1.1809411808538155,-0.5686304806687642,0.4212264270324125,-0.4779890601660186,3.694761534892838,-0.5754375665682154,7.430979079747964
-0.5648483209703248,-0.35252751682440114,-0.5686304806687642,-0.3202883013667549,-0.5211702912796362,0.04246953568375322,-0.5754375665682154,1.3273663169984382
-0.5603113493715433,0.9750324514210662,-0.5686304806687642,0.33938084365192106,-0.48141278481493,3.2210356910762994,-0.5754375665682154,7.375055554418444
-0.5644446789660509,-0.30919703883266797,-0.5686304806687642,-0.2902221910019774,-0.5183730320246341,0.1533025739892257,-0.5754375665682154,1.4750517034666673
-0.5640720482618786,-0.2620966203634183,-0.5686304806687642,-0.25917157613736047,-0.515684953350397,0.2725609351812714,-0.5754375665682154,1.1656398540755977
-0.5602395523010337,1.022098235663573,-0.5686304806687642,0.3583461274763183,-0.4806036425934149,3.3295877156527167,-0.5754375665682154,7.196683639764043
-0.5622828185008296,0.10109990410599555,-0.5686304806687642,-0.053115331003788895,-0.5011735224157602,1.1654248922189019,-0.5754375665682154,3.1632555529276245
-0.5629046758841609,-0.05659698554078712,-0.5686304806687642,-0.13709366324692354,-0.506541163216517,0.7823373435050528,-0.5754375665682154,2.128936121429566
-0.5630201939986994,-0.08167062800095236,-0.5686304806687642,-0.15109502090246413,-0.5074983010006443,0.7208695125366132,-0.5754375665682154,2.8216588277724055
-0.5627383608963419,-0.018318397499816164,-0.5686304806687642,-0.11609452737800681,-0.5051416322245356,0.8758580614296263,-0.5754375665682154,2.610523418168067
-0.5615973467637781,0.3289584653060052,-0.5686304806687642,0.0587948381086959,-0.49480604568327385,1.710535922387543,-0.5754375665682154,4.516893822037472
-0.5642713814401397,-0.28820823069252677,-0.5686304806687642,-0.27619732610206355,-0.5171358819808832,0.20658891792040252,-0.5754375665682154,1.2490428967776663
-0.5613202555185003,0.4409331825420082,-0.5686304806687642,0.11073539856978556,-0.4920872828413707,1.9755728689826053,-0.5754375665682154,4.568010610822153
-0.5624280657846387,0.06055279498154031,-0.5686304806687642,-0.07410561419242462,-0.5024606699452432,1.067450763691019,-0.5754375665682154,2.838033833725426
-0.5610260193596327,0.5746352186017037,-0.5686304806687642,0.17065570068655891,-0.4891033261782375,2.290019089071798,-0.5754375665682154,5.369891723097402
-0.5654556638647653,-0.40524256257091046,-0.5686304806687642,-0.3594066860618181,-0.5251692877616448,-0.09419424084566425,-0.5754375665682154,0.7011777554279851
-0.5613151395824825,0.44312272813556014,-0.5686304806687642,0.11173416298124522,-0.4920362651541035,1.9807392771215397,-0.5754375665682154,5.14462471682484
-0.5632816209538202,-0.13415734678293573,-0.5686304806687642,-0.18110368586199035,-0.509620333407797,0.5916139736435696,-0.5754375665682154,2.2660895822187435
-0.5617044297079895,0.2889889671904785,-0.5686304806687642,0.039814027031778464,-0.4958337599064318,1.6155145261789723,-0.5754375665682154,4.228818513393957
-0.5613100312425121,0.44531361449937584,-0.5686304806687642,0.11273292407995353,-0.4919852930955899,1.9859082577608627,-0.5754375665682154,4.1875709371773
-0.5623581351995292,0.07977072002074127,-0.5686304806687642,-0.06410991747422384,-0.5018435724334979,1.1139287453059892,-0.5754375665682154,3.2216477411969016
-0.5604081612272577,0.9137117990076755,-0.5686304806687642,0.3144254714576448,-0.48249296049876306,3.079351094967335,-0.5754375665682154,5.872757303901698
-0.5669985592045705,-0.4910966193986181,-0.5686304806698597,-0.43278375851393963,-0.5343244207393222,-0.32326929782065894,-0.5754375665858191,-0.049837697144569926
-0.5624351376603824,0.05864011424187007,-0.5686304806687642,-0.07510521716374992,-0.5025228072458118,1.0628207937701843,-0.5754375665682154,3.1048321944469244
-0.565739574668942,-0.42558340918973464,-0.5686304806687642,-0.375468728994832,-0.526957432379048,-0.14759959422321578,-0.5754375665682164,1.1265335877528118
-0.5607290104943656,0.726972656783141,-0.5686304806687642,0.23655631239808772,-0.4859855997518832,2.645960992491452,-0.5754375665682154,5.223827146860634
-0.5638195243460796,-0.22572109904063042,-0.5686304806687642,-0.23614364959994583,-0.5138026542326849,0.3639327852123176,-0.5754375665682154,1.9441480286444726
